Titre,Année,Durée,Genres,Note,Votes
The Scribbler,2014,88,"Mystery,Sci-Fi,Thriller",5.4,4738
L'air de rien,2012,91,Comedy,6.2,76
L'antisémite,2012,81,Comedy,4.1,150
Jean de la Lune,2012,95,"Animation,Sci-Fi",6.4,381
Prédestination,2014,97,"Action,Drama,Sci-Fi",7.5,256332
Roman Polanski: un homme traqué,2012,88,Documentary,6.2,297
J'accuse,2019,132,"Drama,History,Thriller",7.2,14231
The Homesman,2014,122,"Drama,Western",6.6,31088
Les Schtroumpfs et le village perdu,2017,90,"Adventure,Animation,Comedy",6.0,18892
They Came Together,2014,83,"Comedy,Romance",5.6,21580
Casa Nostra,2012,92,"Drama,Family",5.3,14
Adieu Berthe - L'enterrement de mémé,2012,100,"Comedy,Drama",6.0,834
Arrête de pleurer Pénélope,2012,84,Comedy,4.6,88
Au galop,2012,93,"Comedy,Drama",6.1,170
Le repenti,2012,87,"Crime,Drama",4.5,166
Journal de France,2012,100,Documentary,7.1,272
Le serment de Tobrouk,2012,100,Documentary,1.0,416
Les Invisibles,2012,115,"Documentary,Romance",7.5,465
Une journée particulière,2012,53,Documentary,6.4,13
Le match ultime,2013,94,"Drama,Romance",6.6,2028
Adieu au Langage,2014,70,"Drama,Fantasy",5.9,5541
Après le silence - Ce qui n'est pas dit n'existe pas,2012,95,Documentary,6.9,8
Sid le petit scientifique,2013,75,"Animation,Comedy,Family",5.0,110
The Invitation,2015,100,"Drama,Mystery,Thriller",6.6,96470
Desperate Acts of Magic,2013,86,Comedy,5.2,113
Tracers,2015,94,"Action,Crime,Drama",5.6,18618
Trashed,2012,98,Documentary,7.6,598
Der Samurai,2014,79,"Fantasy,Horror,Thriller",5.7,1413
"Paganini, le violoniste du diable",2013,122,"Biography,Drama,Musical",6.1,3308
Real oni gokko 3,2012,95,Horror,5.1,24
Real oni gokko 4,2012,75,"Horror,Mystery,Sci-Fi",4.8,16
Real oni gokko 5,2012,74,Horror,5.8,14
Tokarev,2014,98,"Action,Crime,Thriller",5.0,23553
Broken Side of Time,2013,126,Drama,4.9,107
Anomalisa,2015,90,"Animation,Comedy,Drama",7.3,67147
Une chanson pour ma mère,2013,95,Comedy,5.1,101
Dark Places,2015,113,"Crime,Drama,Mystery",6.2,42606
The November Man,2014,108,"Action,Thriller",6.3,64029
Le jour attendra,2013,92,"Crime,Thriller",4.6,296
Mon bel oranger,2012,99,Drama,7.2,1124
Denis,2013,85,Comedy,4.4,200
Le Terrier,2014,110,"Drama,Mystery,Thriller",5.5,123
Criminel,2013,105,"Crime,Drama,Thriller",6.1,5008
Hors les murs,2012,98,"Drama,Romance",6.6,1380
Carol,2015,118,"Drama,Romance",7.2,117883
Ping Pong Summer,2014,92,"Comedy,Drama,Sport",5.4,2630
The Green Inferno,2013,100,"Adventure,Horror",5.3,39605
Starving Games: Les jeux de la faim,2013,83,"Comedy,Sci-Fi",3.2,19205
Desert Dancer,2014,104,"Biography,Drama,Music",6.2,1804
Sex in the Comics,2012,52,Documentary,5.8,199
Catch Hell,2014,98,"Crime,Drama,Thriller",5.5,2730
Mike dans tout ses états!,2012,95,Family,6.7,298
Hotel Noir,2012,97,"Crime,Drama,Romance",5.5,1298
7th Floor,2013,88,"Crime,Mystery,Thriller",5.9,5583
Tip Top,2013,106,"Comedy,Crime,Thriller",4.8,575
Une place sur la Terre,2013,100,Drama,6.5,529
"Deux temps, trois mouvements",2014,85,Drama,6.0,48
"Arjun, le Prince Guerrier",2012,96,"Action,Adventure,Animation",6.8,1500
Belle,2013,100,"Biography,Drama,Romance",7.3,28567
Diego y Sebastián,2011,108,"Drama,Romance",5.4,212
Kamikaze: Le dernier assaut,2013,144,"Action,Drama,Mystery",7.3,2308
Gods of Egypt,2016,127,"Action,Adventure,Fantasy",5.4,107772
Malavita,2013,111,"Comedy,Crime,Thriller",6.3,111577
La femme au tableau,2015,109,"Biography,Drama,History",7.3,54669
Les sept mercenaires,2016,132,"Action,Adventure,Western",6.9,187158
Le Passé,2013,130,"Drama,Mystery",7.8,45407
Les flingueuses,2013,117,"Action,Comedy,Crime",6.6,163573
Troop Zero,2019,94,"Comedy,Drama,Family",6.9,9446
La traversÃ©e,2012,97,Thriller,5.2,164
Le Sang des Templiers 2,2014,108,"Action,Adventure,Drama",4.4,2496
The Happy Prince,2018,105,"Biography,Drama",6.2,4709
Les Sorcières de Zugarramurdi,2013,112,"Action,Adventure,Comedy",6.4,13610
Backyard Blockbusters,2012,95,"Biography,Documentary,Sci-Fi",6.8,52
La Vénus à la fourrure,2013,96,Drama,7.2,18233
Les chemins de Compostelle,2013,84,Documentary,7.2,297
Body High,2015,90,Comedy,6.2,299
Noel Tous en Choeur,2013,86,Family,4.7,334
Atomic Blonde,2017,115,"Action,Thriller",6.7,178331
"San Francisco, 1985",2013,89,Drama,6.5,1472
Soongava,2012,85,"Drama,Romance",6.6,103
A vitesse grand V,2013,106,"Action,Adventure,Family",5.0,98
Why don't you play in Hell,2013,129,"Action,Comedy",7.2,7311
'Orsay,2012,\N,Documentary,6.6,8
Flutter,2014,96,Drama,5.8,340
Open Windows,2014,100,"Crime,Mystery,Thriller",5.2,13703
Iguana Stew,2012,90,Comedy,5.9,173
Les Grandes Ondes (à l'ouest),2013,85,"Comedy,Drama,History",6.4,579
Tous cobayes?,2012,115,Documentary,6.6,38
Le chien du Tibet,2011,95,"Adventure,Animation,Drama",6.8,180
La reine d'Espagne,2016,128,"Comedy,Drama",5.2,1773
Enterre mon coeur à Dresde,2012,89,Documentary,7.8,6
Sao Paulo Blues,2012,95,Drama,5.8,66
2035: Sauver le futur,2013,86,"Horror,Sci-Fi,Thriller",1.7,462
Les drôles de poissons-chats,2013,89,"Comedy,Drama",7.0,1706
Les chiots Noël: La relève est arrivée,2012,88,"Adventure,Family",4.9,1184
...Vanités...,2012,61,"Comedy,Drama,Mystery",8.1,89
36,2012,68,Drama,7.0,481
Together,2012,114,Drama,3.6,445
Océane,2013,103,Comedy,6.8,29
Abus de faiblesse,2013,105,Drama,5.9,1017
Trois mariages de trop,2013,94,"Comedy,Romance",6.2,5112
Comme le vent,2013,110,"Biography,Crime,Drama",6.0,358
Rouge rubis,2013,122,"Drama,Fantasy,Mystery",6.2,7271
Home Sweet Home,2012,84,Documentary,4.4,5
12 O'Clock Boys,2013,76,"Biography,Crime,Documentary",6.5,1377
Wendy,2020,111,"Drama,Fantasy",5.7,2348
Paris à tout prix,2013,95,Comedy,5.7,1867
The Wound and the Gift,2014,80,"Animation,Documentary,Family",8.6,18
Apportez-moi la tête de la femme-mitraillette,2012,73,"Action,Comedy,Crime",5.5,1016
Gloria,2013,110,"Comedy,Drama,Romance",6.8,8465
Le veau d'or,2012,85,Drama,5.7,6
Vagues,2012,71,"Animation,Biography,Documentary",7.9,22
Kirikou et les hommes et les femmes,2012,88,"Adventure,Animation,Family",6.6,498
Easy money: Le dernier souffle,2013,127,"Action,Crime,Drama",6.2,4939
Tom à la ferme,2013,102,"Drama,Mystery,Thriller",7.0,16524
Creep,2014,77,"Horror,Thriller",6.3,43932
Viceværten,2012,88,Drama,5.4,683
Journaux d'amnésie,2012,103,"Biography,History",6.1,12
Joséphine,2013,88,"Comedy,Romance",5.8,1364
Philomena,2013,98,"Biography,Comedy,Drama",7.6,94969
"Look at Us Now, Mother!",2015,84,"Comedy,Documentary,Family",6.8,86
Le Masque de la Liberté,2015,103,"Action,Adventure,Drama",5.1,3102
"Pavlopetri, la cité engloutie",2011,\N,Documentary,7.4,37
Catilina ou Le venin de l'amour,2012,85,Drama,6.2,6
Sexual Tension: Volatile,2012,85,Drama,6.2,1250
Les coquillettes,2012,75,"Comedy,Drama",5.1,251
Dead Man Talking,2012,101,"Comedy,Drama",7.0,428
Projet Almanac,2015,106,"Drama,Mystery,Sci-Fi",6.4,76759
Le duel,2016,110,"Drama,Western",5.8,10133
Les enquêtes du Département V: Miséricorde,2013,96,"Crime,Drama,Mystery",7.2,26747
Balade d'entreprise,2012,90,Comedy,3.8,73
L'Arche de l'apocalypse,2012,86,"Action,Adventure,Sci-Fi",2.4,2048
Les Visiteurs : La Révolution,2016,110,"Comedy,Fantasy",4.6,3683
Quand Hollywood défiait Ceausescu,2015,78,"Comedy,Documentary,History",7.5,2175
Rude Boy Story,2012,88,Documentary,9.0,10
Prêt à tout,2014,99,"Comedy,Romance",5.4,483
The Boy,2015,105,"Drama,Horror,Thriller",5.5,4767
N'importe où hors du monde,2012,108,Documentary,8.1,8
Hajimari no michi,2013,96,"Drama,War",6.7,85
Molly Moon et le livre magique de l'hypnose,2015,98,"Adventure,Family,Fantasy",5.3,1065
La bataille du passinho,2012,72,"Documentary,Family,Music",7.2,24
Taken 3,2014,108,"Action,Adventure,Thriller",6.0,180668
Bag Boy Lover Boy,2014,77,"Comedy,Horror",5.4,353
Une équipe de rêve,2014,97,"Documentary,Sport",7.9,2425
Joy,2015,124,"Biography,Drama",6.6,129476
Erwin Wurm - L'Artiste Qui Avale Le Monde,2012,53,Documentary,6.8,20
Le crime du sommelier,2013,92,"Comedy,Mystery,Thriller",6.0,153
Cherche gendre pour père turc,2013,89,"Comedy,Drama",4.8,367
Deep Burial,2017,81,"Sci-Fi,Thriller",4.1,2099
Snoopy et les Peanuts: Le film,2015,88,"Animation,Comedy,Family",7.1,42719
Isn't It Romantic,2019,89,"Comedy,Fantasy,Musical",5.9,64151
Sils Maria,2014,124,Drama,6.7,27939
The Fundamentals of Caring,2016,97,"Comedy,Drama",7.3,62547
De toutes nos forces,2013,86,"Drama,Sport",6.7,1046
Bao dao da bao zou,2012,100,Comedy,3.8,25
Je ne suis pas mort,2012,99,Drama,6.7,73
Fusée Delta,1984,68,"Animation,Sci-Fi",6.1,28
Ninja 2: Shadow of a Tear,2013,95,"Action,Thriller",6.2,11531
Grizzly,2014,78,"Documentary,Family",7.4,6512
Shin Evangelion Gekijôban,2021,154,"Action,Animation,Drama",8.3,336
Prying Eyes,2011,80,Horror,5.5,15
La bande des Jotas,2012,75,"Comedy,Crime",5.5,135
En vérité,2013,94,"Drama,Romance,Thriller",5.1,615
Au nom du fils,2012,80,Drama,6.3,358
Même pas mal,2012,66,Documentary,7.1,15
Death Valley,2016,92,"Drama,Thriller",4.8,467
Les cerveaux,2016,95,"Biography,Comedy,Crime",5.8,51437
Man Down,2015,90,"Drama,Thriller",6.0,9388
La duchesse de Varsovie,2015,86,Drama,5.7,37
Mon enfant,2013,83,"Documentary,Family",8.2,549
The Nymphets,2015,75,Drama,4.4,190
C'était Mieux Demain,2012,74,"Documentary,Drama",8.3,19
Blackout total,2014,95,Comedy,6.0,51669
Blockbuster,2018,85,Comedy,5.5,437
Le club des mères célibataires,2014,111,"Comedy,Drama",5.4,5907
Ainsi va la vie,2014,94,"Comedy,Drama,Romance",5.8,12982
Les opportunistes,2013,111,"Crime,Drama",7.3,11930
Max par Marcel,2009,81,Documentary,6.9,16
Le chaos,2014,110,"Action,Fantasy,Sci-Fi",3.1,37507
Confession of Murder,2012,119,"Action,Crime,Thriller",7.1,9211
Le joueur en noir,1965,86,"Action,Crime",6.2,26
Paranormal Activity 5: Ghost Dimension,2015,88,"Horror,Mystery",4.6,25370
"Get on Up, James Brown: une épopée américaine",2014,139,"Biography,Drama,Music",6.9,23015
Paranormal Activity: The Marked Ones,2014,84,"Horror,Mystery",5.0,40202
La peau dure,2013,101,"Comedy,Drama,Romance",5.1,405
Aux yeux des vivants,2014,90,"Horror,Thriller",5.5,2049
Mr. Turner,2014,150,"Biography,Drama,History",6.8,24512
The Last Five Years,2014,94,"Comedy,Drama,Musical",5.9,9586
La Contrée des orages,2014,105,"Drama,Romance,Sport",6.9,3640
Attila Marcel,2013,106,"Comedy,Drama,Music",7.1,2887
Nuit de la glisse: At the Very Last Moment,2012,102,Documentary,5.2,11
Outpost 37: l'ultime espoir,2014,90,"Action,Sci-Fi,Thriller",4.8,6096
Le sanctuaire,2015,97,"Fantasy,Horror,Thriller",5.7,15560
Catastrophe en plein ciel,2012,90,"Action,Adventure,Drama",3.5,482
Elena,2012,80,"Biography,Documentary,Drama",7.6,1722
De l'autre côté du mur,2013,102,Drama,6.5,933
Hitch,2012,70,Drama,7.6,9
Un pas en avant,2012,126,"Biography,Documentary",7.8,33
Tempête sous un crâne,2012,78,Documentary,5.4,5
Palo Alto,2013,100,Drama,6.2,27669
Lucky l'éléphant,2013,91,Adventure,6.6,124
"Extremely Wicked, Shockingly Evil and Vile",2019,110,"Biography,Crime,Drama",6.7,81462
17 ans de captivité,2015,99,"Drama,Thriller",6.1,2109
Qui a tué le chat?,2014,101,"Comedy,Crime,Mystery",5.3,1530
La Femme du Diplomate,2014,95,"Comedy,Drama,Romance",7.1,19129
Star Wars : Épisode VII - Le Réveil de la Force,2015,138,"Action,Adventure,Sci-Fi",7.9,867799
The Keeping Room,2014,95,"Drama,Western",6.0,6447
Hello Destroyer,2016,110,Drama,6.2,320
Cooties,2014,88,"Action,Comedy,Horror",5.7,23464
La vie rêvée de David L,2014,77,"Biography,Drama",6.5,42
May in the Summer,2013,99,"Comedy,Drama",5.7,717
Le Monde,2012,80,Drama,7.0,152
Un safari en folie!,2013,\N,"Adventure,Comedy,Family",4.3,251
El-Anesah Mami,2012,93,"Comedy,Romance",4.7,306
Last Knights,2015,115,"Action,Drama,History",6.2,40815
Divin enfant,2014,84,Comedy,4.9,111
Stretch,2014,94,"Comedy,Crime",6.5,29854
Bone Tomahawk,2015,132,"Drama,Horror,Western",7.1,88379
L'Attrape-rêves,2014,112,Drama,5.3,3366
Jeux décisifs,2013,97,Romance,5.3,673
Passé sous silence,2013,142,Drama,7.3,64
Parts Per Billion,2014,98,"Drama,Romance,Sci-Fi",4.3,1909
Ip Man: Le combat final,2013,100,"Action,Biography,Drama",6.2,10743
Ali a les yeux bleus,2012,94,"Crime,Drama",6.4,298
Hard Rush,2013,96,"Action,Crime,Drama",3.8,1485
Attentat à la Fête de la Bière,2013,99,"Drama,History,Thriller",6.2,400
E.V.J.F Party: Enterrement de vie de jeune fille,2013,90,Comedy,4.0,2492
Scrawl,2015,82,"Fantasy,Horror",4.0,232
Zouzou,2014,82,"Comedy,Drama,Family",5.2,68
À vif!,2015,101,"Comedy,Drama",6.6,108134
Brothers,2015,101,"Action,Crime,Drama",5.7,2055
Ask Me Anything,2014,100,Drama,6.0,11753
Un nouveau départ pour Noël,2014,98,"Family,Music,Romance",5.8,368
Dans l'antichambre des Beatles,2013,86,"Biography,Documentary,History",7.3,1889
Mademoiselle C,2013,93,Documentary,5.7,606
Blind Malice,2014,100,Thriller,5.3,184
Me Him Her,2015,98,"Comedy,Romance",5.3,1436
La femme du ferrailleur,2013,75,Drama,6.8,1191
Les Mots pour lui dire,2014,107,"Comedy,Romance",6.2,18975
Indigo,2013,\N,\N,7.6,7
Le sang de la rédemption,2013,85,"Action,Crime,Drama",4.5,1512
Hôtel Transylvanie 2,2015,89,"Animation,Comedy,Family",6.7,109612
Abner le chien invisible,2013,90,"Comedy,Family",4.1,117
Quand tombe la nuit,2013,90,"Crime,Thriller",5.7,8829
La jalousie,2013,77,Drama,6.4,1679
Un jour dans la vie de Billy Lynn,2016,113,"Action,Drama,Sport",6.2,21325
Bruce Springsteen & I,2013,124,Documentary,7.3,1555
Jauja,2014,109,"Adventure,Drama,Fantasy",6.4,3872
Paradise Lost,2014,120,"Crime,Drama,History",6.5,21272
Gunman,2015,115,"Action,Crime,Thriller",5.8,39275
L'origine de la violence,2016,116,"Drama,Romance",6.5,86
The Canal,2014,92,"Horror,Mystery,Thriller",5.9,13448
One: Quand les pilotes jouent avec la mort,2013,112,"Documentary,History,Sport",8.0,3916
Supersonic Storm,2013,86,"Action,Adventure,Drama",2.2,1962
Tempête d'été,1956,87,Drama,6.7,14
La stratégie de la poussette,2012,90,Comedy,5.5,830
La Cité Rose,2012,97,"Comedy,Crime,Drama",6.4,306
Les éléphants,2013,87,"Comedy,Drama,Family",5.9,9
En attendant la mer,2012,109,Fantasy,6.3,70
A Girl Like Her,2015,91,Drama,7.0,6754
Rock the Casbah,2013,100,"Comedy,Drama",6.5,897
Zones Humides,2013,109,"Comedy,Drama",5.8,11128
Les derniers jours de l'hiver,2012,52,Documentary,6.8,20
"Ecuador, une politique au-delà de l'utopie",2012,75,"Documentary,News",6.6,5
What an Idiot,2014,103,"Comedy,Romance",5.8,97
Star Wars: Épisode VIII,2017,152,"Action,Adventure,Fantasy",7.0,572469
Star Wars: L'Ascension de Skywalker,2019,141,"Action,Adventure,Fantasy",6.6,384164
Au mauvais endroit au mauvais moment - La tragédie d'Utøya,2012,80,Documentary,6.7,74
Bobby et les chasseurs de fantômes,2013,82,Family,5.7,204
Dieu n'est pas mort,2014,113,Drama,4.7,40825
Made in Hollywood,2011,52,Documentary,7.4,48
Infiltrés,2012,70,Documentary,7.3,26
La Maison au toit rouge,2014,136,"Drama,Romance",7.2,1184
Il était une fois au Viêtnam,2013,102,"Action,Adventure,Drama",5.2,455
The Beatles: Eight Days a Week,2016,106,"Documentary,Music",7.8,11576
Contrôle parental,2018,102,Comedy,6.2,72466
Le Maître d'Escrime,2015,99,"Biography,Drama,History",7.2,4639
Capitaine Morten et la reine des araignées,2018,79,"Animation,Family",5.6,163
Crosswind - La croisée des vents,2014,90,"Drama,History",7.6,1464
Road of the Dead,2014,98,"Action,Comedy,Horror",6.2,15768
La crème de la crème,2014,90,"Comedy,Drama",5.9,1264
Jeunesse,2012,75,"Drama,Family",6.5,37
"Gustav Mahler, autopsie d'un génie",2011,88,Documentary,7.9,14
I Spit on Your Grave 2,2013,106,"Horror,Thriller",5.7,27534
"Valaam, l'archipel des moines",2012,54,Documentary,9.1,14
Gun's Eye,1989,96,Horror,5.4,29
Un berceau sans bébé,2014,104,Drama,6.4,903
Boule et Bill,2013,82,"Comedy,Family",4.3,625
Un tir épée au soleil,1979,87,"Adventure,Romance",5.3,6
Premier Contact,2016,116,"Drama,Sci-Fi",7.9,605296
The Harvest,2013,104,"Drama,Mystery,Thriller",6.1,7223
Wonder,2017,113,"Drama,Family",8.0,145647
L'arriviste,1929,75,Comedy,6.9,29
Hoo-goong: Je-wang-eui cheob,2012,122,"Drama,History,Romance",6.1,1659
Armada,2015,151,"Action,Adventure,Biography",7.0,9167
Blackfish,2013,83,Documentary,8.1,62570
À coup sûr,2014,91,Comedy,4.6,539
Larry Gaye: hôtesse de l'air,2015,99,"Comedy,Drama,Fantasy",4.5,1295
Une vie entre deux océans,2016,133,"Drama,Romance",7.2,52928
Entre hier et demain,2014,95,Drama,8.4,586
Poker Night,2014,104,"Crime,Mystery,Thriller",6.3,7886
Pokemon 15: Kyurem vs la Lame de la Justice,2012,72,"Action,Adventure,Animation",5.5,1234
Control,2013,90,"Crime,Mystery,Sci-Fi",6.4,230
L'impossible - Pages arrachées,2009,104,Documentary,8.1,7
"Les éclats (Ma gueule, ma révolte, mon nom)",2012,84,Documentary,6.5,13
La collection invisible,2012,89,Drama,6.9,98
"Wajma, une fiancée afghane",2013,85,Drama,7.3,387
Google and the World Brain,2013,90,"Documentary,Drama",6.7,864
"Gaudi, le mystère de la Sagrada Familia",2012,89,Documentary,6.5,217
La Légende de Barney Thomson,2015,96,"Comedy,Crime",6.3,5423
G-War - La Guerre des Géants,2013,87,"Action,Fantasy",2.2,1671
Long Live the King,2016,66,Documentary,7.4,90
The Infinite Man,2014,85,"Comedy,Fantasy,Sci-Fi",6.3,1611
Le prolongement de moi,2012,56,Drama,5.7,6
The Tower,2012,121,"Action,Drama,Thriller",6.6,5520
Crimson Peak,2015,119,"Drama,Fantasy,Horror",6.5,131885
Indian Palace: Suite royale,2015,122,"Comedy,Drama,Romance",6.6,31730
Aarambam - The Beginning,2013,157,"Action,Drama,Mystery",7.0,8745
Holiday,2014,160,"Action,Thriller",7.2,25701
Feu: Crazy Horse Paris,2012,90,"Documentary,Musical",6.2,173
Nous irons vivre ailleurs,2013,67,Drama,7.3,9
Plastic,2014,102,"Action,Comedy,Crime",6.0,7672
Iceman,2014,104,"Action,Comedy,History",4.8,3346
Pacific Rim: Uprising,2018,111,"Action,Adventure,Sci-Fi",5.6,107833
Albert à l'ouest,2014,116,"Comedy,Western",6.1,178812
Pays de rêve,2013,98,Drama,6.7,310
"Salaud, on t'aime",2014,124,"Comedy,Drama,Romance",5.5,306
Homefront,2013,111,Drama,6.6,22
Je suis supporter du Standard,2013,90,Comedy,5.5,169
Le libraire de Belfast,2012,54,"Biography,Documentary",7.2,21
Lilting ou la délicatesse,2014,83,"Drama,Romance",7.2,5901
En Taule: Mode d'Emploi,2015,100,"Comedy,Crime",6.0,124773
Birdman,2014,119,"Comedy,Drama",7.7,586547
Une mère à la dérive,2013,91,"Drama,Thriller",5.2,385
L'étoile du jour,2012,99,Drama,5.3,54
"Razors, le retour de Jack l'éventreur",2016,88,"Fantasy,Horror,Mystery",2.4,181
Argerich,2012,100,"Biography,Documentary,Music",7.1,204
Vers où Israël?,2012,123,Documentary,8.8,5
Seoul Searching,2015,105,"Comedy,Drama,Music",7.0,1382
Alice de l'autre côté du miroir,2016,113,"Adventure,Family,Fantasy",6.2,95617
The Frame,2014,127,"Crime,Drama,Fantasy",6.6,3347
Dans un jardin je suis entré,2012,97,"Biography,Documentary,News",5.8,29
Les Poings contre les murs,2013,106,"Crime,Drama",7.4,43815
Braquage à l'ancienne,2017,96,"Comedy,Crime",6.6,77889
Suddenly,2013,90,Thriller,3.6,1495
The Duke of Burgundy,2014,104,"Drama,Romance",6.5,12136
Yaan,2014,153,"Action,Thriller",3.5,335
Les yeux jaunes des crocodiles,2014,118,Drama,6.3,1314
Les âmes de papier,2013,90,"Comedy,Fantasy",5.6,88
"Paul Gruninger, le juste",2014,96,"Drama,History,War",6.8,252
"Vendetta: Juge, Juré, Exécuteur",2013,106,"Action,Thriller",5.8,3534
Gulaab Gang,2014,139,"Action,Drama",6.1,2071
Week-end de débauche,2013,94,"Comedy,Drama",6.1,4211
Teen Movies les origines,2012,52,Documentary,5.6,7
Gunday,2014,152,"Action,Drama,Musical",2.4,57908
"Cinémas d'Horreur - Apocalypse, Virus, Zombies",2010,55,Documentary,7.1,15
"Besharam, Monsieur Sans-Gêne",2013,143,"Action,Comedy,Romance",3.6,5314
Haewon et les hommes,2013,90,"Drama,Romance",6.8,1440
Le conte de la princesse Kaguya,2013,137,"Adventure,Animation,Drama",8.0,39916
Belle comme la femme d'un autre,2014,90,"Comedy,Romance",4.6,178
Aziz Ayse,2012,78,"Documentary,Drama",4.4,46
Hello Forever,2013,84,Drama,5.8,13
Le Retour,2012,69,Drama,6.0,6
La belle vie,2013,93,"Adventure,Drama,Romance",6.7,206
La vie de Bouddha,2003,90,Documentary,7.3,12
The Survivalist,2015,104,"Drama,Sci-Fi,Thriller",6.4,16026
Fringes,2012,73,Documentary,8.4,5
Life After Beth,2014,89,"Comedy,Fantasy,Horror",5.6,20053
W.A.K.A,2014,97,Drama,8.9,19
Mes soeurs,2013,90,Drama,6.6,145
Les enfants-loups,2013,91,"Drama,History",6.4,404
This is not a love story,2015,105,"Comedy,Drama",7.7,124576
Sweet Virginia,2017,93,"Action,Drama,Thriller",6.2,8829
Oppression,2016,91,"Drama,Horror,Mystery",4.8,12881
Père & fille,2015,116,Drama,7.1,24601
Sand Castle,2017,113,"Action,Drama,War",6.3,20178
Crimes cachés,1986,78,Documentary,9.0,8
Comancheria,2016,102,"Action,Crime,Drama",7.6,207011
Flower,2017,90,"Comedy,Drama",6.0,7584
Whiplash,2014,106,"Drama,Music",8.5,731435
Nos étoiles contraires,2014,126,"Drama,Romance",7.7,347655
"Usain Bolt, l'Homme le Plus Rapide du Monde",2012,60,Documentary,6.9,488
Otto le rhinocéros,2013,76,"Animation,Comedy,Family",5.1,280
Comme dans un roman,2014,90,"Comedy,Family,Romance",6.1,310
Jojo Rabbit,2019,108,"Comedy,Drama,War",7.9,312411
iNumber Number,2013,101,"Action,Crime,Drama",5.4,410
"Global Player, toujours en avant",2013,100,"Comedy,Drama",6.6,209
L'étrange petit chat,2013,72,"Comedy,Drama",6.5,904
Les Ardennes,2015,96,Drama,6.8,4795
Le fidèle,2017,130,"Crime,Drama,Romance",6.3,4358
Cadences obstinées,2013,96,Romance,4.8,118
À jamais,2016,86,Drama,5.0,195
