Titre,Année,Durée,Genres,Note,Votes
Du Vent dans mes mollets,2012,89,"Comedy,Drama",6.8,970
La Reine des jeux,2014,92,"Adventure,Family",6.3,523
"Bahrain, the Forbidden Country",2013,52,"Documentary,News",8.2,17
Les Profs,2013,88,Comedy,5.2,3289
Guerre froide: l'homme qui sauva le monde,2014,110,"Biography,Documentary,Drama",7.6,2053
Les coeurs patients,2013,103,Family,5.7,378
Le monde de Dory,2016,97,"Adventure,Animation,Comedy",7.3,244437
The Grand Budapest hotel,2014,99,"Adventure,Comedy,Crime",8.1,720531
Option danger,1988,120,Action,6.2,10
Mission 88,2016,119,"Adventure,Drama,Mystery",3.8,917
Le bleu est une couleur chaude,2013,180,"Drama,Romance",7.7,140405
Photo,2012,85,Drama,5.5,50
Forgotten,2012,96,"Drama,Mystery,Thriller",5.8,659
Réussir sa vie,2012,84,Comedy,5.5,45
Noël chez les Cooper,2015,107,"Comedy,Fantasy,Romance",5.8,22184
"Bob l'éponge, le film: Un héros sort de l'eau",2015,92,"Action,Adventure,Animation",6.0,50200
Sâdhu,2012,90,"Adventure,Documentary,Music",6.8,58
Real,2013,127,"Drama,Sci-Fi",5.7,953
21 Façons de gâcher son mariage,2013,89,Comedy,6.3,1885
Contracted,2013,84,"Drama,Horror,Thriller",5.3,14418
Elf-Man,2012,86,"Comedy,Family,Fantasy",3.5,645
Magnifica Presenza,2012,105,"Comedy,Drama,Fantasy",6.6,4980
Opération Muppets,2014,107,"Adventure,Comedy,Crime",6.4,32091
Les Kaïra,2012,95,Comedy,5.3,1482
The Land of hope,2012,133,"Drama,Sci-Fi",6.6,1080
Men in Black: International,2019,114,"Action,Adventure,Comedy",5.6,112403
Jumanji : Bienvenue dans la jungle,2017,119,"Action,Adventure,Comedy",6.9,326120
OMG: Oh My God!,2012,125,"Comedy,Drama,Fantasy",8.1,52308
Leona Lewis: Labryinth Live,2010,\N,Music,7.8,15
"Shinobido, la voie du Ninja",2012,93,"Action,Drama,Romance",5.4,144
Lilla Anna,2012,47,"Animation,Family",5.3,23
Sammy 2,2012,92,"Adventure,Animation,Family",5.6,2073
300 mots d'allemand,2013,90,"Comedy,Drama",5.6,747
Soldier of the Road: A Portrait of Peter Brötzmann,2012,93,"Biography,Documentary,Music",7.1,8
Le bonheur,2013,87,Drama,6.4,8
Un beau dimanche,2013,95,Drama,6.3,816
Elle s'en va,2013,116,"Comedy,Drama",6.4,2235
Jazz en Turquie,2013,\N,Documentary,6.9,65
Arrêtez-moi,2013,99,"Drama,Mystery,Thriller",5.5,478
"La montagne magique, sur les chemins du Kailash",2011,53,Documentary,6.9,7
Northmen: Les Derniers Vikings,2014,97,"Action,Drama,History",5.4,9317
The Devil's Hand,2014,86,"Horror,Thriller",5.0,3672
Chaque jour que Dieu fait,2012,102,"Comedy,Drama,Romance",6.7,1714
"Road to Ninja: Naruto, le film",2012,109,"Action,Adventure,Animation",7.7,5912
L'intervallo,2012,90,"Crime,Drama",6.2,409
"Thomas Sankara, l'homme intègre",2006,53,"Biography,Documentary",7.9,90
Mon ami Dahmer,2017,107,"Biography,Drama,Horror",6.2,16833
Shark Week,2012,89,"Action,Adventure,Horror",2.4,1225
La maison à la tourelle,2012,80,Drama,6.9,140
Radio silence,2012,95,"Horror,Thriller",5.1,365
The Canyons,2013,99,"Drama,Thriller",3.8,10496
Vive la France,2013,94,Comedy,5.8,3743
Les Minions,2015,91,"Adventure,Animation,Comedy",6.4,214339
22 Jump Street,2014,112,"Action,Comedy,Crime",7.0,348975
Aku no kyôten,2012,129,"Horror,Thriller",6.6,5624
La reine des neiges,2013,102,"Adventure,Animation,Comedy",7.4,577883
La fabuleuse machine d'Anticythère,2012,75,Documentary,7.7,75
Traviata et nous,2012,120,"Documentary,Musical",6.6,107
Un p'tit gars de Ménilmontant,2013,88,"Crime,Drama",5.7,160
Un enfant de toi,2012,143,"Drama,Family,Romance",5.3,51
Waste Land,2014,97,"Drama,Thriller",5.5,277
Canailles connection,2013,107,"Comedy,Crime,Drama",6.4,1006
Falcon Rising,2014,103,"Action,Adventure,Crime",5.8,8050
Des sentiments contradictoires,2013,100,"Comedy,Romance",5.5,986
Tai Chi Hero,2012,100,"Action,Adventure",6.2,3333
Breathe,2013,96,Drama,5.6,4415
"En mai, fais ce qu'il te plaît",2015,114,"Drama,War",6.8,950
Sherlock Gnomes,2018,86,"Adventure,Animation,Comedy",5.2,10705
La vie et l'art de Kathleen Ferrier,2012,68,"Biography,Documentary,Music",7.0,10
Layla,2013,107,Thriller,5.6,178
Melody,2014,90,Drama,6.2,223
La Légende de Sarila,2013,80,"Adventure,Animation,Family",5.0,856
Amour et turbulences,2013,96,"Comedy,Romance",6.3,4661
Suzanne,2013,94,Drama,6.7,1606
La cinquième saison,2012,93,"Drama,Mystery",6.9,1345
Une histoire naturelle du rire,2011,52,\N,7.1,14
Une journée à Rome,2012,89,Drama,5.7,268
Pieta,2012,103,"Crime,Drama",7.2,13474
Le renard jaune,2013,84,"Crime,Drama",5.7,49
Jessabelle,2014,90,"Drama,Horror,Mystery",5.4,23021
Sex After Kids,2013,105,Comedy,5.4,1115
La Danse de la réalité,2013,133,"Biography,Drama,Fantasy",7.5,8034
Queen of Montreuil,2012,87,"Comedy,Drama",6.4,332
Y croire encore,2013,94,"Drama,Romance",5.1,196
La Chute de la Maison Blanche,2013,119,"Action,Thriller",6.5,259478
Le géant égoïste,2013,91,Drama,7.3,11698
Mandela: Un long chemin vers la liberté,2013,141,"Biography,Drama,History",7.1,26675
La 5e Vague,2016,112,"Action,Adventure,Sci-Fi",5.2,101749
La loi du tueur,2014,91,"Crime,Drama,Thriller",5.8,18952
Wild,2014,115,"Adventure,Biography,Drama",7.1,121922
Le ciel attendra,2001,\N,Documentary,7.2,8
Le noir (te) vous va si bien,2012,88,Drama,6.0,91
Too Much Love Will Kill You,2012,107,Drama,4.8,17
Une nuit au Vieux-Mexique,2013,103,"Adventure,Drama,Western",5.7,3444
Becoming Sophie,2012,80,"Comedy,Drama,Family",8.6,7
Les chansons populaires,2012,103,Drama,6.1,94
Big Bad Wolves,2013,110,"Drama,Horror,Thriller",6.8,15553
Gallows,2015,81,"Horror,Mystery,Thriller",4.3,19391
The Convent: la crypte du diable,2014,98,Horror,3.1,110
The Gatekeepers,2012,101,"Documentary,History,War",7.6,5449
"Money, Power, Respect: Hip Hop Billion Dollar Industry",2012,58,Documentary,7.0,22
Le Hobbit: La Bataille des Cinq Armées,2014,144,"Adventure,Fantasy",7.4,480506
Un prince (presque) charmant,2013,88,"Comedy,Romance",5.6,621
All About the Money,2017,90,"Action,Adventure,Comedy",5.6,1771
Sur un Fil...,2012,86,"Documentary,Music",7.3,51
Homefront,2013,100,"Action,Crime,Thriller",6.5,110675
Afternoon Delight,2013,98,"Comedy,Drama",5.7,9788
La Fureur de Chang Lee,1981,95,Action,6.3,30
Mauvaises fréquentations,2014,97,"Comedy,Romance",4.4,9593
Split Decision,2013,89,"Action,Crime,Drama",4.2,2634
"Les garçons et Guillaume, à table!",2013,85,Comedy,6.7,7299
Una,2016,94,Drama,6.2,9810
Galveston,2018,91,"Action,Crime,Drama",6.2,12402
Facing the Giant Bees,2011,52,"Adventure,Documentary",8.1,9
Alien: Covenant,2017,122,"Horror,Sci-Fi,Thriller",6.4,257354
Enemy,2013,91,"Drama,Mystery,Thriller",6.9,171461
Blue Iguana,2018,100,"Action,Comedy,Crime",5.6,2540
Echec Et Mat,1995,107,"Drama,Thriller",7.2,16
De menor,2013,77,"Drama,Family",6.3,127
Welcome to Karastan,2014,96,Comedy,5.2,227
La belle et la bête,2014,112,"Drama,Family,Fantasy",6.4,19833
Priya: La Charmante Fille de l'Inde,2019,\N,Romance,4.0,6
Une vie de ballets,2011,95,"Biography,Documentary",6.3,9
The Machine,2013,91,"Action,Drama,Sci-Fi",6.1,30187
Vicky Donor,2012,126,"Comedy,Romance",7.8,40011
12 Rounds 2: Reloaded,2013,95,"Action,Adventure,Thriller",5.3,5312
Un amour sans fin,2014,104,"Drama,Romance",6.3,40658
Belyy tigr,2012,104,"Action,Adventure,Fantasy",6.1,3763
Sam et les monstres de feu,2012,81,"Adventure,Animation,Family",5.0,173
Jour fatal en Colombie - Les disparus du palais de justice,2011,88,Documentary,7.3,22
Alata,2012,96,"Crime,Drama,Romance",7.5,7778
100% cachemire,2013,98,Comedy,4.9,644
La Grande séduction,2013,113,Comedy,7.0,16169
Les Situs heureux,1970,52,Drama,6.6,8
Drakkar,2013,88,"Action,Adventure,Thriller",4.1,1291
Le grand méchant loup,2013,107,Comedy,6.0,832
Sa dernière course,2013,114,"Comedy,Drama,Sport",7.2,2220
La vérité sur mon mari,2013,87,"Drama,Mystery,Thriller",3.6,403
La petite fille aux miracles,2012,98,"Drama,Family,Sci-Fi",5.6,427
Ma vie de Courgette,2016,66,"Animation,Comedy,Drama",7.8,22302
Mister Babadook,2014,94,"Drama,Horror,Mystery",6.8,199633
Mon docteur indien,2013,84,Documentary,8.4,7
Al cielo,2012,82,"Drama,Romance",5.0,102
Delirium,2015,81,Horror,3.0,235
Cinquante nuances de Grey,2015,125,"Drama,Romance,Thriller",4.1,299973
Mojave,2015,93,"Drama,Thriller",5.2,4480
Le grand cahier,2013,112,"Drama,War",7.0,2953
Le Club des 5 en péril,2013,88,"Adventure,Crime,Family",5.5,325
Les 12 Chiens de Noël 2,2012,102,"Adventure,Comedy,Family",5.0,405
Heiter bis wolkig,2012,100,"Comedy,Drama,Romance",6.7,1283
Je suis,2012,96,Documentary,6.5,11
Dans la brume,2012,127,"Drama,History,War",6.8,2924
Je m'appelle Hmmm....,2013,121,Drama,5.6,150
Je te dirai tout,2013,95,"Drama,Romance",6.7,693
Strangerland,2015,112,"Drama,Mystery,Thriller",5.2,8873
Atomic Apocalypse,2013,90,"Action,Adventure,Drama",3.5,422
A Girl Walks Home Alone at Night,2014,101,"Drama,Horror,Romance",7.0,31912
Captives,2014,112,"Crime,Drama,Mystery",5.9,31363
La venta del paraíso,2012,106,"Comedy,Drama",6.4,61
Liv & Ingmar,2012,89,Documentary,7.4,1599
Dark Touch,2013,90,Horror,4.8,4060
Space Warriors,2013,93,"Adventure,Family",4.5,1202
Il est difficile d'être un dieu,2013,177,"Drama,Sci-Fi",6.7,5106
Marie Stuart: Reine d'Écosse,2018,124,"Biography,Drama,History",6.3,43631
It Felt Like Love,2013,82,Drama,5.7,2451
Khaos,2012,95,Documentary,7.8,6
Les reines du ring,2013,97,"Comedy,Sport",5.5,570
Les Braqueurs,2012,135,"Action,Comedy,Crime",6.8,9309
Manhattan Undying,2016,90,"Drama,Mystery,Romance",4.6,415
Rememory,2017,111,"Drama,Mystery,Sci-Fi",6.2,15632
Voyage en pleine conscience,2017,94,Documentary,6.3,891
"Tel père, tel fils",2013,121,Drama,7.8,22367
"Wild Thing, la folle histoire du rock",2010,106,Documentary,7.2,32
Khéops révélée,2008,52,Documentary,6.8,31
La Fille de nulle part,2012,91,"Drama,Horror,Mystery",6.1,720
Memories Look at Me,2012,87,Drama,6.3,59
After School Midnighters,2012,95,"Animation,Comedy,Family",6.1,95
Crystal Fairy y el cactus mágico,2013,98,"Adventure,Comedy,Drama",5.8,7865
Orléans,2012,58,Drama,6.0,53
L'esprit de 45,2013,94,"Documentary,History",7.1,1119
"Deepsea Challenge 3D, l'aventure d'une vie",2014,91,Documentary,6.8,1644
L'Éclat du jour,2012,90,Drama,6.7,137
Orc Wars,2013,97,"Action,Adventure,Fantasy",3.4,1811
7 Boxes,2012,105,"Adventure,Crime,Drama",7.1,5387
Expendables 3,2014,126,"Action,Adventure,Thriller",6.1,170920
Zero Theorem,2013,107,"Comedy,Drama,Fantasy",6.1,45705
Poussière,2012,80,Drama,5.9,27
Fruitvale Station,2013,85,"Biography,Crime,Drama",7.5,76718
Madame Bovary,2014,118,"Drama,Romance",5.7,7766
Le secret de Kanwar,2013,109,"Drama,Fantasy,Horror",6.7,890
Les Etats-Unis du vaudou,2012,100,"Biography,Documentary,Music",5.9,44
Larguées,2017,90,"Action,Adventure,Comedy",4.5,33465
Blue Jasmine,2013,98,Drama,7.3,193267
White House Down,2013,131,"Action,Drama,Thriller",6.4,208056
La Petite Mort II,2014,90,"Horror,Thriller",3.1,127
Dépression et des potes,2012,95,Comedy,5.3,771
Los salvajes,2012,130,Drama,6.1,216
Inch'Allah,2012,102,Drama,6.9,2447
Le khmer rouge et le non-violent,2011,88,"Biography,Crime,Documentary",7.5,8
Les Balles Velours,2014,90,"Action,Crime,Drama",7.5,24
La nuit nomade,2011,90,"Documentary,Drama",7.8,13
Looking for Gay Bollywood,2012,52,Documentary,5.7,6
Without Ward,2017,\N,"Drama,Romance,Sci-Fi",6.2,6
P.K.,2014,153,"Comedy,Drama,Musical",8.1,165231
Unicorn Store,2017,92,"Comedy,Drama,Fantasy",5.5,17750
Le Pays des enfants éclairés,2016,87,"Documentary,Drama,War",7.1,573
La pièce manquante,2013,85,Drama,6.3,22
Gold,2013,101,"Adventure,Drama,Western",6.2,1084
Faux-Fuyants,2013,91,Drama,6.9,1841
Alyah,2012,88,Drama,6.0,468
Amore Carne,2011,75,Documentary,6.6,18
La dame en noir 2: L'ange de la mort,2014,98,"Drama,Horror,Thriller",4.8,26791
Le Dernier des injustes,2013,220,"Documentary,History",7.2,665
Mais qui a re-tué Pamela Rose?,2012,90,Comedy,5.3,1295
Rouge Sang,2013,93,Thriller,6.3,231
Rêve et silence,2012,120,Drama,6.0,196
Girl boss: Les étudiantes en cavale,1973,90,Action,6.8,44
Forever Crazy,2011,95,"Documentary,Musical",7.1,15
The Final Farewell,2012,73,"Crime,Drama,Family",7.5,6
Cine Holliudy,2012,91,"Comedy,Family,Romance",7.0,1042
Notre enfance à Tbilissi,2014,94,Drama,6.7,246
Les vivants,2012,100,Drama,5.6,143
Heart of a Lion,2013,104,"Drama,Romance",7.0,3654
Puzzle,2013,137,"Drama,Romance",6.4,26983
Parkland,2013,93,"Drama,History,Mystery",6.4,15255
Haunter,2013,97,"Fantasy,Horror,Mystery",5.9,16742
The Rover,2014,103,"Action,Crime,Drama",6.4,45230
La momie,2017,111,"Action,Adventure,Fantasy",5.4,175049
Les chaussures magiques,2015,89,"Family,Sport",3.5,328
Unforgiven,2013,135,"Action,Crime,Drama",7.0,2302
Shield of Straw,2013,117,Thriller,6.2,2434
Bloody Christmas,2012,94,"Comedy,Horror,Mystery",5.2,7639
Frances Ha,2012,86,"Comedy,Drama,Romance",7.5,76081
Under Pressure,2015,108,"Comedy,Drama",6.4,21311
"Christian Dior, le couturier et son double",2005,51,Documentary,6.5,8
Free Angela,2012,102,Documentary,7.0,585
The Lunchbox,2013,104,"Drama,Romance",7.8,51228
Pandémie,2013,122,"Action,Drama,Sci-Fi",6.6,11689
Interior. Leather Bar.,2013,60,Drama,5.1,2404
I Am Alone,2015,88,"Drama,Horror,Sci-Fi",4.5,262
Le dernier refuge,2013,99,"Comedy,Drama",5.5,6567
L'épreuve,2013,117,"Drama,War",7.1,7525
Cocaine Prison,2017,90,"Documentary,Drama",6.5,86
En pays cannibale,2013,84,Comedy,4.8,12
La Passion de Michelangelo,2013,99,Drama,6.4,150
Les gamins,2013,95,Comedy,6.2,2949
Million Dollar Crocodile,2012,90,"Action,Adventure,Comedy",4.2,713
Miserere,2013,106,Thriller,5.7,1127
Mumbai Cha Raja,2012,77,Drama,6.5,150
Barefoot,2014,90,"Comedy,Drama,Romance",6.6,23308
Cutie and the Boxer,2013,82,"Biography,Documentary",7.2,4499
Aqua tales: les contes de la mer,2012,74,"Adventure,Animation",3.1,75
Pretty Boys,2011,102,Action,4.6,101
Cabaret Crusades: The Path to Cairo,2012,59,Documentary,7.5,6
Dreamers,2012,90,"Biography,Documentary",7.4,27
White Epilepsy,2012,68,Documentary,6.1,105
Être là,2012,94,Documentary,6.5,11
Whisper - Libres comme le vent,2013,101,"Adventure,Drama,Family",6.8,1569
Un bon bain chaud,2012,47,\N,5.1,7
Jobs,2013,128,"Biography,Drama",6.0,94262
Maman,2012,88,"Comedy,Drama",5.1,244
Rio 2,2014,101,"Adventure,Animation,Comedy",6.3,81463
The Agent,2013,121,"Action,Thriller",6.6,6636
Miele,2013,96,Drama,6.8,1866
Sukûrugâru konpurekkusu: Hôsôbu-hen,2013,96,Drama,5.7,215
La grande bellezza,2013,141,Drama,7.8,82145
Berserk: L'Âge d'or - Arc II: La Bataille pour Doldrey,2012,95,"Action,Adventure,Animation",7.8,8993
Berserk : L'Âge d'or - Arc III - L'Avent,2013,110,"Action,Adventure,Animation",7.9,8544
Jet Lag,2015,91,"Comedy,Drama",5.4,32336
Blue Ruin,2013,90,"Crime,Drama,Thriller",7.1,68348
L'âme maternelle,2011,92,Drama,7.7,20
The Black Dahlia Haunting,2012,80,"Crime,Drama,Horror",4.4,647
Sous le figuier,2012,92,Comedy,5.7,79
Mauvaise fille,2012,108,Drama,5.1,154
Les trois soeurs du Yunnan,2012,153,Documentary,7.4,371
Grand départ,2013,86,"Comedy,Drama",5.7,138
Live by Night,2016,129,"Action,Crime,Drama",6.4,52929
The Lebanese Rocket Society,2012,93,Documentary,6.4,130
Le Nouveau Stagiaire,2015,121,"Comedy,Drama",7.1,225119
Les amants électriques,2013,76,"Animation,Comedy,Drama",7.0,857
"Ingrid Caven, musique et voix",2012,95,"Documentary,Music",5.6,8
Bula Quo!,2013,91,"Action,Adventure,Comedy",3.8,287
Hors-jeu,2012,98,"Comedy,Drama",5.7,34
Dragan Wende - West Berlin,2014,87,Documentary,8.1,131
Trauma,2013,84,Thriller,4.8,1117
Le secret du Ragnarok,2013,100,"Adventure,Fantasy",5.9,7756
Laptop,2012,120,Drama,7.0,237
Les justiciers masqués,2013,92,"Action,Drama",6.3,86
The Food Guide to Love,2013,91,"Comedy,Romance",5.7,1000
Gangster Playboy: La chute des Essex Boys,2013,87,Crime,3.8,771
Players,2013,88,"Crime,Thriller",5.6,60941
La Chambre des oubliés,2016,91,"Drama,Horror,Thriller",3.9,9239
We Are the Best!,2013,102,"Drama,Music",7.2,10125
Bernadette a disparu,2019,109,"Comedy,Drama",6.5,17973
Désordres,2012,101,Thriller,6.1,39
Lullaby to My Father,2012,82,"Biography,Documentary,Drama",5.2,30
Stories We Tell,2012,108,Documentary,7.5,12551
Lost River,2014,95,"Drama,Fantasy,Mystery",5.8,17294
A Private War,2018,110,"Biography,Drama,War",6.7,17129
Assaut sur Wall Street,2013,99,"Action,Drama,Thriller",6.0,20243
Après la bataille,2012,124,"Drama,History",5.4,484
Bagni 66,2012,54,Romance,6.2,6
Bastille Day,2016,92,"Action,Crime,Drama",6.3,39411
Bird People,2014,127,"Drama,Fantasy,Romance",6.1,2920
Chroniques d'une cour de récré,2012,85,"Comedy,Family",6.6,30
Minuscule: La vallée des fourmis perdues,2013,89,"Adventure,Animation,Family",7.1,7747
Chercher le garçon,2012,70,Drama,5.8,101
Después de Lucía,2012,103,Drama,7.1,6198
La pirogue,2012,87,Drama,6.7,387
La Playa,2012,90,Drama,6.2,343
La crypte du dragon,2013,92,"Action,Adventure,Sci-Fi",3.7,1974
Les Chevaux de Dieu,2012,115,Drama,7.2,1700
Mystery,2012,98,"Crime,Drama",6.5,1005
Need for Speed,2014,132,"Action,Thriller",6.4,163857
Pioneer,2013,111,"Adventure,Drama,Thriller",6.0,4786
Space Station 76,2014,93,"Comedy,Drama,Sci-Fi",4.9,7949
L'étudiant,2012,90,Drama,5.5,187
Bounty Killer,2013,92,"Action,Comedy,Sci-Fi",5.5,6779
Trois mondes,2012,101,Drama,6.6,685
C'est pas du jeu,2012,56,Documentary,8.0,5
Tango Libre,2012,98,Drama,6.2,1043
Les equilibristes,2012,112,Drama,6.9,735
All I Need,2016,85,"Horror,Thriller",4.2,1064
States of Grace,2013,96,Drama,8.0,82796
Miles à faire,2012,95,Drama,7.5,80
Les fils du vent,2012,90,Documentary,7.8,29
Les Moomins sur la Riviera,2014,80,"Animation,Comedy,Family",6.1,1222
L'organisation,2012,96,"Action,Drama",6.7,5360
Paradis: Foi,2012,115,Drama,6.8,4306
Paradis: Espoir,2013,92,Drama,6.7,4261
Bienvenue parmi nous,2012,92,Drama,6.1,305
Kick,2014,146,"Action,Comedy,Crime",5.3,24254
"Blackwood, le pensionnat",2018,96,"Drama,Fantasy,Horror",5.1,11650
Haiti's Billions,2013,99,Documentary,6.8,117
Metalhead,2013,97,Drama,7.1,6333
"Dehors, c'est l'été",2012,96,Drama,6.2,103
Une faute impardonnable,2012,87,"Crime,Mystery,Thriller",5.5,611
La vie pure,2014,93,"Adventure,Biography,Drama",6.4,50
Lumière du nord,2008,52,Documentary,6.9,31
One Piece Film Z,2012,108,"Action,Adventure,Animation",7.9,6060
Run,2014,100,Drama,6.1,123
1 - Nenokkadine,2014,170,"Action,Comedy,Romance",8.1,43326
Billy & Me,2015,89,"Comedy,Musical",6.0,33
English Revolution,2013,90,"Drama,History,Horror",6.3,11288
Teenage Kicks,2016,98,Drama,6.5,683
The Act of Killing,2012,117,"Biography,Crime,Documentary",8.2,35630
Fireflies,2013,100,"Drama,Family",6.2,89
Une lettre ne s'écrit pas,2013,85,Drama,7.7,23
La Fleur de l'âge,2012,83,"Comedy,Drama",5.7,203
L'Affaire Monet,2014,95,"Crime,Drama,Thriller",5.8,12053
Délivre-nous du mal,2014,118,"Action,Biography,Crime",6.2,72213
Beyond,2014,89,"Drama,Romance,Sci-Fi",3.9,914
8-Ball,2013,107,"Crime,Drama",6.3,1759
Fairytale,2012,84,"Horror,Thriller",4.7,2983
Ni repris ni échangé,2013,115,"Comedy,Drama",7.5,29405
I Want (No) Reality,2012,52,Documentary,8.4,28
La parole est au témoin,1963,94,"Crime,Drama,Mystery",6.8,9
Le Siècle de Cartier-Bresson,2012,52,Documentary,6.8,16
Le château de verre,2017,127,"Biography,Drama",7.1,30445
Cavemen,2013,88,Comedy,5.3,4327
Les Beaux Jours,2013,94,"Drama,Romance",6.3,1593
Kinshasa Kids,2012,85,Drama,7.0,121
King Rising 3,2014,86,"Action,Adventure,Fantasy",3.1,1977
Jours de pêche en Patagonie,2012,77,Drama,6.5,407
"Ini Avan, celui qui revient",2012,104,Drama,8.2,40
"Se Battre Comme des Soldats, Mourir Comme des Enfants",2012,83,Documentary,7.3,21
"3, Chronique d'une famille singulière",2012,115,"Comedy,Drama",6.1,120
007 Spectre,2015,148,"Action,Adventure,Thriller",6.8,388031
The Borderland,2014,89,"Action,Thriller",2.8,344
Coco,2017,105,"Adventure,Animation,Family",8.4,398544
Lessons in love,2013,111,"Comedy,Drama,Romance",6.6,10113
The Dependables,2014,101,"Adventure,Comedy,Drama",3.8,296
Brooklyn,2015,117,"Drama,Romance",7.5,132946
Sundown,2016,103,"Action,Adventure,Comedy",5.4,2223
Mission: Impossible - Rogue Nation,2015,131,"Action,Adventure,Thriller",7.4,345468
Compulsion,2013,88,"Comedy,Thriller",4.5,2875
Diversion,2015,105,"Comedy,Crime,Drama",6.6,222342
Hansel & Gretel: Chasseurs de sorciers,2013,83,"Action,Adventure,Horror",2.5,1676
Un Tireur sur le toit,2013,90,"Crime,Drama,Thriller",5.5,1536
Le Chasseur et la Reine des glaces,2016,114,"Action,Adventure,Drama",6.1,99182
Nymphomaniac - Volume 2,2013,124,Drama,6.7,87489
Life Itself,2014,121,"Biography,Documentary",7.8,14931
Joe,2013,117,"Crime,Drama",6.9,46073
Jacky au royaume des filles,2014,87,Comedy,6.1,1891
Bandana,2013,80,\N,6.2,20
The Sacrament,2013,99,"Horror,Thriller",6.1,17243
Sarah préfère la course,2013,97,"Drama,Romance,Sport",6.2,933
Bellas mariposas,2012,100,Drama,6.3,373
Comment survivre à une attaque zombie,2012,46,\N,6.7,9
Ultime Combat Final,2013,80,"Action,Thriller",4.5,348
Leçons d'harmonie,2013,120,Drama,7.3,880
Modern Life Is Rubbish,2017,105,"Comedy,Music,Romance",5.9,840
Vic + Flo ont vu un ours,2013,95,"Crime,Drama,Thriller",6.4,1023
Les mauvais esprits,2018,89,"Horror,Mystery,Thriller",4.8,11035
Haunt,2013,86,"Horror,Mystery,Romance",5.2,7962
Deadly Revisions,2013,95,"Horror,Mystery,Thriller",4.3,143
He Never Died,2015,99,"Comedy,Drama,Fantasy",6.4,18221
Dragons 3: Le monde caché,2019,104,"Action,Adventure,Animation",7.5,107717
Dark by Noon,2013,96,"Drama,Sci-Fi,Thriller",2.9,127
Dark Skies,2013,97,"Horror,Sci-Fi,Thriller",6.3,71572
The Cleaner,2012,95,"Drama,Sci-Fi",6.0,196
Les espions d'à côté,2016,105,"Action,Comedy",5.9,58506
Libertador,2013,119,"Biography,Drama,History",6.8,5064
Delivery Man,2013,105,"Comedy,Drama",6.4,75503
Pourvu qu'on m'aime,2013,84,Documentary,7.4,255
Souvenir,2016,90,"Drama,Music,Romance",6.0,963
La Fille aux neuf perruques,2013,115,"Biography,Comedy,Drama",6.9,1751
Les amants du Texas,2013,96,"Crime,Drama,Romance",6.4,20618
The Mirror,2013,104,"Horror,Mystery",6.5,118377
Mowgli: La Légende de la jungle,2018,104,"Adventure,Drama,Fantasy",6.5,57220
Zip & Zap,2013,97,"Adventure,Comedy,Family",5.5,859
Cheap Thrills,2013,88,"Comedy,Crime,Drama",6.7,17915
L'Elan de Noël,2013,81,"Adventure,Drama,Family",6.3,277
Ne m'oublie pas,2012,88,"Biography,Documentary,Family",7.5,420
Chanson pour l'enfer d'une femme,1970,76,Drama,5.6,99
Salsa Fury,2014,98,"Comedy,Romance,Sport",6.2,18030
Max,2012,83,Comedy,5.1,266
La traversée de la banquise,2014,98,"Adventure,Family,Fantasy",6.1,786
All About Albert,2013,93,"Comedy,Drama,Romance",7.0,59328
Entre Vallées,2012,80,Drama,6.6,50
SaroyanLand,2013,72,"Biography,Documentary,Drama",6.9,143
"Shana, le souffle du loup",2014,96,"Drama,Family",6.1,112
Call Me Iggy - Une légende nommée Iggy Pop,2012,\N,Biography,6.7,6
Rue Mandar,2012,95,Comedy,4.8,118
"Budori, l'étrange voyage",2012,108,"Adventure,Animation,Family",5.3,225
Un week-end à Paris,2013,93,"Comedy,Drama,Romance",6.4,7816
Lap Dance,2014,100,Drama,4.8,2301
Réalité,2014,95,Comedy,6.9,5393
Queen and Country,2014,114,"Biography,Comedy,Drama",6.2,1561
"Emily Dickinson, a Quiet Passion",2016,125,"Biography,Drama",6.4,5271
Paranormal Movie,2013,88,"Comedy,Horror",2.2,876
Journée de la femme,2012,90,Drama,6.2,364
Howl,2015,92,"Action,Fantasy,Horror",5.4,12149
Kill Me Three Times,2014,90,"Action,Comedy,Crime",5.9,21515
Out of Print,2014,86,Documentary,6.8,325
The Great Masquerade,1974,99,"Comedy,Crime",5.6,81
Too Late,2015,107,"Drama,Mystery,Thriller",6.7,3255
Enemies Closer,2013,85,"Action,Thriller",5.2,5594
L'autre monde,2013,105,"Documentary,Mystery",5.9,139
Mothers and Daughters,2016,90,Drama,5.0,2892
Une belle fin,2013,92,Drama,7.4,7447
Bonté Divine,2013,96,"Comedy,Drama",6.8,4010
Avengers : L'Ère d'Ultron,2015,141,"Action,Adventure,Sci-Fi",7.3,761180
Gully Boy,2019,154,"Drama,Music,Romance",8.0,32662
It's Such a Beautiful Day,2012,62,"Animation,Comedy,Drama",8.3,11417
De la servitude moderne,2009,52,Documentary,7.9,114
Deddo sushi,2012,92,"Action,Comedy,Horror",5.7,1373
Five Fingers for Marseilles,2017,120,"Drama,Thriller,Western",6.2,793
Twenty Feet from Stardom,2013,91,"Biography,Documentary,History",7.4,12438
Mudbound,2017,134,"Drama,War",7.4,43765
Rendez-vous à Kiruna,2012,97,Drama,6.4,116
Barbie : La Princesse et la Popstar,2012,86,"Animation,Family,Musical",5.7,1635
